qseqid,sseqid,log2FoldChange,lfcSE,padj,description,external_gene_name
104416215,AT3G22910,-1.943954604,0.389581937,1.13E-05,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:821863],AT3G22910
104416231,AT5G40850,2.624345515,0.413147175,9.26E-09,urophorphyrin methylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:834085],UPM1
104416305,AT4G33565,-1.423929534,0.278892967,6.59E-06,RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829496],AT4G33565
104416309,AT1G19300,-1.177238069,0.271517218,0.000183545,Nucleotide-diphospho-sugar transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838512],PARVUS
104416318,AT5G48740,-1.852463881,0.467890439,0.000759549,Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:834932],AT5G48740
104416327,AT1G72230,-1.551816746,0.209066616,1.05E-11,Cupredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843555],AT1G72230
104416416,AT5G65380,-1.233371035,0.274753125,9.88E-05,MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:836663],AT5G65380
104416434,AT1G64940,2.143166961,0.497339832,0.000204701,"cytochrome P450, family 87, subfamily A, polypeptide 6 [Source:NCBI gene (formerly Entrezgene);Acc:842802]",CYP89A6
104416472,AT4G36670,2.658379489,0.6998515,0.001335926,Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829820],PMT6
104416545,AT4G02810,-4.501521063,1.39149392,0.007919207,FANTASTIC four-like protein (DUF3049) [Source:NCBI gene (formerly Entrezgene);Acc:828170],FAF1
104416616,AT5G50720,1.26858891,0.499697714,0.047663086,HVA22 homologue E [Source:NCBI gene (formerly Entrezgene);Acc:835144],HVA22E
104416633,AT4G34410,6.846355562,2.624350745,0.040653899,redox responsive transcription factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:829591],RRTF1
104416642,AT5G67050,1.179110989,0.383160275,0.012384331,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836840],AT5G67050
104416657,AT5G50700,-1.853843598,0.464223025,0.000671657,hydroxysteroid dehydrogenase 1 [Source:NCBI gene (formerly Entrezgene);Acc:835141],HSD1
104416725,AT5G16990,-1.374850966,0.218073175,1.22E-08,Zinc-binding dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831562],AT5G16990
104416758,AT3G50410,-2.153693761,0.360763341,7.98E-08,OBF binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:824205],OBP1
104416773,AT4G24930,-1.560012975,0.394128648,0.000762627,"thylakoid lumenal 17.9 kDa protein, chloroplast [Source:NCBI gene (formerly Entrezgene);Acc:828595]",AT4G24930
104416851,AT5G67210,-1.1969139,0.341653539,0.003506543,IRREGULAR XYLEM protein (DUF579) [Source:NCBI gene (formerly Entrezgene);Acc:836856],IRX15-L
104416884,AT1G19330,-1.658119718,0.323069474,5.80E-06,histone deacetylase complex subunit [Source:NCBI gene (formerly Entrezgene);Acc:838515],AT1G19330
104416890,AT5G45470,-1.141854497,0.384364925,0.016517537,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:834583]",AT5G45470
104416907,AT4G37770,-2.576812914,0.601363476,0.000224833,1-amino-cyclopropane-1-carboxylate synthase 8 [Source:NCBI gene (formerly Entrezgene);Acc:829933],ACS8
104417097,AT3G48510,2.985202569,0.405197609,1.52E-11,AtIII18x5-like protein [Source:NCBI gene (formerly Entrezgene);Acc:824010],AT3G48510
104417282,AT4G24780,-2.361413558,0.275512371,2.21E-15,Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828580],AT4G24780
104417293,AT5G63160,1.968020196,0.778424675,0.048735824,BTB and TAZ domain protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:836437],BT1
104417344,AT3G48330,2.066778349,0.353499167,1.56E-07,protein-l-isoaspartate methyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:823991],PIMT1
104417362,AT3G57520,1.280343267,0.202790463,1.16E-08,seed imbibition 2 [Source:NCBI gene (formerly Entrezgene);Acc:824919],SIP2
104417372,AT3G55740,-2.668589036,0.803245397,0.00613349,proline transporter 2 [Source:NCBI gene (formerly Entrezgene);Acc:824740],PROT2
104417513,AT5G54160,2.688080635,0.980356805,0.029531853,O-methyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:835504],OMT1
104417524,AT5G49150,-3.29244099,0.621693988,2.65E-06,gamete expressed 2 [Source:NCBI gene (formerly Entrezgene);Acc:834974],GEX2
104417591,AT3G05950,5.164732678,1.470763983,0.003416382,RmlC-like cupins superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819765],AT3G05950
104417606,AT3G56710,2.225980464,0.863644999,0.04369637,sigma factor binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:824838],SIB1
104417608,AT5G16360,1.779558791,0.593905111,0.015422286,NC domain-containing protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:831497],AT5G16360
104417647,AT4G24715,2.46330878,0.371877883,1.83E-09,high-affinity nitrate transporter-like protein [Source:NCBI gene (formerly Entrezgene);Acc:28720181],AT4G24715
104417673,AT3G04790,-1.027418395,0.316840655,0.007746627,"Ribose 5-phosphate isomerase, type A protein [Source:NCBI gene (formerly Entrezgene);Acc:819639]",EMB3119
104417677,AT4G24710,-1.428940141,0.477753628,0.01562376,pachytene checkpoint-like protein [Source:NCBI gene (formerly Entrezgene);Acc:828573],AT4G24710
104417707,AT5G28540,4.149456064,0.792158835,3.51E-06,heat shock protein 70 (Hsp 70) family protein [Source:NCBI gene (formerly Entrezgene);Acc:832950],BIP1
104417724,AT1G47740,-1.325488617,0.212518615,1.78E-08,PPPDE putative thiol peptidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:841185],AT1G47740
104417739,AT1G12060,1.40213667,0.455589076,0.012376926,BCL-2-associated athano 5 [Source:NCBI gene (formerly Entrezgene);Acc:837758],BAG5
104417786,AT3G13890,-1.049793138,0.270304209,0.000992788,myb domain protein 26 [Source:NCBI gene (formerly Entrezgene);Acc:820602],MYB26
104417805,AT4G05430,-1.3785128,0.442555386,0.011164127,Carbohydrate-binding X8 domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825891],AT4G05430
104417839,AT3G09840,2.030326535,0.172444464,6.01E-29,cell division cycle 48 [Source:NCBI gene (formerly Entrezgene);Acc:820142],CDC48
104417929,AT5G09220,1.53207313,0.532589138,0.021076697,amino acid permease 2 [Source:NCBI gene (formerly Entrezgene);Acc:830781],AAP2
104418018,AT5G08720,-1.7876567,0.47459712,0.00148336,polyketide cyclase/dehydrase/lipid transporter [Source:NCBI gene (formerly Entrezgene);Acc:830772],AT5G08720
104418025,AT1G01720,1.447032848,0.49666561,0.019210136,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839265],ATAF1
104418078,AT5G33320,-1.157239455,0.186549914,2.16E-08,Glucose-6-phosphate/phosphate translocator-like protein [Source:NCBI gene (formerly Entrezgene);Acc:833308],CUE1
104418080,AT5G63910,-1.539382806,0.585624558,0.038844061,farnesylcysteine lyase [Source:NCBI gene (formerly Entrezgene);Acc:836512],FCLY
104418094,AT4G22530,5.282468627,1.084159703,1.90E-05,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828348],AT4G22530
104418105,AT2G13610,-3.11299214,0.712313933,0.000159759,ABC-2 type transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:815846],ABCG5
104418136,AT5G62520,1.722844651,0.379296615,7.94E-05,similar to RCD one 5 [Source:NCBI gene (formerly Entrezgene);Acc:836372],SRO5
104418156,AT3G18800,-1.037367891,0.38100908,0.030943592,transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:821413],AT3G18800
104418159,AT5G64700,2.98536435,0.364159359,3.94E-14,nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:836591],UMAMIT21
104418160,AT5G64700,-4.569865594,1.14479438,0.000675125,nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:836591],UMAMIT21
104418169,AT5G05320,4.959981366,1.624639875,0.013224027,FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:830414],AT5G05320
104418180,AT4G09890,-2.080009782,0.364678636,3.38E-07,"mediator of RNA polymerase II transcription subunit, putative (DUF3511) [Source:NCBI gene (formerly Entrezgene);Acc:826579]",AT4G09890
104418190,AT2G21860,1.901341028,0.437132237,0.000173453,violaxanthin de-epoxidase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:816722],AT2G21860
104418193,AT1G49300,1.501756191,0.368170079,0.000493347,RAB GTPase homolog G3E [Source:NCBI gene (formerly Entrezgene);Acc:841353],RABG3E
104418207,AT4G36220,1.321530867,0.371093708,0.002923919,ferulic acid 5-hydroxylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:829779],FAH1
104418211,AT5G07990,1.991036433,0.510405537,0.000935208,Cytochrome P450 superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830693],TT7
104418216,AT5G65205,-1.138300375,0.193237893,1.23E-07,NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836644],AT5G65205
104418256,AT5G10150,-1.014105507,0.290305785,0.003617047,UPSTREAM OF FLC protein (DUF966) [Source:NCBI gene (formerly Entrezgene);Acc:830879],AT5G10150
104418259,AT4G12430,-1.088731041,0.333879864,0.007346032,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826855],TPPF
104418261,AT5G65160,-1.175490279,0.31198324,0.00147815,tetratricopeptide repeat (TPR)-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:836639],TPR14
104418264,AT5G65030,-1.051275245,0.365477002,0.021082493,nitric oxide synthase-interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:836627],AT5G65030
104418277,AT4G34131,1.774606372,0.399359162,0.000119024,UDP-glucosyl transferase 73B3 [Source:NCBI gene (formerly Entrezgene);Acc:829559],UGT73B3
104418286,AT2G45550,2.07603502,0.760642894,0.030462291,"cytochrome P450, family 76, subfamily C, polypeptide 4 [Source:NCBI gene (formerly Entrezgene);Acc:819163]",CYP76C4
104418306,AT3G53440,-1.077045573,0.303021862,0.002988011,Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824512],AT3G53440
104418310,AT4G33510,-1.364458752,0.191257673,7.31E-11,3-deoxy-d-arabino-heptulosonate 7-phosphate synthase [Source:NCBI gene (formerly Entrezgene);Acc:829489],DHS2
104418314,AT4G39630,-2.013120005,0.37918885,2.49E-06,translation initiation factor [Source:NCBI gene (formerly Entrezgene);Acc:830117],AT4G39630
104418323,AT3G05200,1.635190857,0.345384249,3.50E-05,RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819684],ATL6
104418335,AT4G38062,-2.197456426,0.29199245,5.14E-12,basic helix loop helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:28720214],AT4G38062
104418339,AT5G65530,-1.773257261,0.265706092,1.36E-09,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836679],AT5G65530
104418340,AT4G15560,-1.342958524,0.330706471,0.000527145,Deoxyxylulose-5-phosphate synthase [Source:NCBI gene (formerly Entrezgene);Acc:827230],CLA1
104418341,AT2G22610,-1.814774982,0.266261662,5.74E-10,Di-glucose binding protein with Kinesin motor domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:816792],AT2G22610
104418349,AT2G22620,-1.517476965,0.289369616,3.40E-06,Rhamnogalacturonate lyase family protein [Source:NCBI gene (formerly Entrezgene);Acc:816793],AT2G22620
104418393,AT5G49665,-1.277088254,0.328046061,0.00096113,Zinc finger (C3HC4-type RING finger) family protein [Source:NCBI gene (formerly Entrezgene);Acc:835029],AT5G49665
104418407,AT4G37820,-1.014263295,0.203587204,1.17E-05,transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:829938],AT4G37820
104418418,AT2G14520,1.496313086,0.511460128,0.018613348,CBS domain protein (DUF21) [Source:NCBI gene (formerly Entrezgene);Acc:815939],AT2G14520
104418420,AT1G58440,-1.134015415,0.26344932,0.000208238,FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:842213],XF1
104418422,AT3G49760,1.229589429,0.327409715,0.00154263,basic leucine-zipper 5 [Source:NCBI gene (formerly Entrezgene);Acc:824138],bZIP5
104418458,AT4G24230,-1.476451608,0.29474305,1.03E-05,acyl-CoA-binding domain 3 [Source:NCBI gene (formerly Entrezgene);Acc:828524],ACBP3
104418479,AT4G37360,1.696247629,0.440865135,0.00112559,"cytochrome P450, family 81, subfamily D, polypeptide 2 [Source:NCBI gene (formerly Entrezgene);Acc:829890]",CYP81D2
104418505,AT3G50070,-1.17378303,0.30174325,0.000972035,CYCLIN D3;3 [Source:NCBI gene (formerly Entrezgene);Acc:824169],CYCD3;3
104418508,AT3G50110,-1.188426181,0.208709765,3.54E-07,PTEN 3 [Source:NCBI gene (formerly Entrezgene);Acc:824173],PEN3
104418516,AT1G60190,4.721947886,0.700905114,9.30E-10,ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842314],PUB19
104418522,AT1G03510,1.716740012,0.605118434,0.023336548,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839478],AT1G03510
104418537,AT3G19320,-1.641472385,0.357609491,6.49E-05,Leucine-rich repeat (LRR) family protein [Source:NCBI gene (formerly Entrezgene);Acc:821466],AT3G19320
104418540,AT5G67210,-1.107424293,0.24050474,6.11E-05,IRREGULAR XYLEM protein (DUF579) [Source:NCBI gene (formerly Entrezgene);Acc:836856],IRX15-L
104418558,AT5G67090,-1.185175599,0.349604987,0.004992222,Subtilisin-like serine endopeptidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836844],AT5G67090
104418579,AT2G15680,2.593096124,0.684747884,0.0013874,Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:816061],CML30
104418587,AT1G10585,-2.655554908,0.920006006,0.020568775,basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837600],AT1G10585
104418596,AT3G50520,-1.645515935,0.319655461,5.38E-06,Phosphoglycerate mutase family protein [Source:NCBI gene (formerly Entrezgene);Acc:824216],AT3G50520
104418598,AT2G26560,1.441352508,0.548347604,0.038846875,phospholipase A 2A [Source:NCBI gene (formerly Entrezgene);Acc:817197],PLA2A
104418599,AT4G37050,-1.331951847,0.526094012,0.048386878,PATATIN-like protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:829859],PLP4
104418600,AT4G37050,-1.228484594,0.266379324,5.94E-05,PATATIN-like protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:829859],PLP4
104418610,AT5G66900,-1.185852425,0.225230121,3.08E-06,Disease resistance protein (CC-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:836824],AT5G66900
104418615,AT5G66920,-2.253304619,0.356721193,1.14E-08,SKU5 similar 17 [Source:NCBI gene (formerly Entrezgene);Acc:836826],sks17
104418620,AT2G23600,1.053849959,0.41459695,0.047314233,acetone-cyanohydrin lyase [Source:NCBI gene (formerly Entrezgene);Acc:816892],ACL
104418624,AT2G23600,1.722581714,0.385228556,0.000106298,acetone-cyanohydrin lyase [Source:NCBI gene (formerly Entrezgene);Acc:816892],ACL
104418637,AT2G23690,-1.569106151,0.449144525,0.003615655,HTH-type transcriptional regulator [Source:NCBI gene (formerly Entrezgene);Acc:816900],AT2G23690
104418640,AT1G33540,-1.246652708,0.291202711,0.000228415,serine carboxypeptidase-like 18 [Source:NCBI gene (formerly Entrezgene);Acc:840248],scpl18
104418642,AT5G36180,-2.656037199,0.252963319,6.11E-23,serine carboxypeptidase-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:833615],scpl1
104418646,AT1G33540,-3.198259344,0.699546555,7.00E-05,serine carboxypeptidase-like 18 [Source:NCBI gene (formerly Entrezgene);Acc:840248],scpl18
104418647,AT1G33540,-3.015263277,0.804874888,0.001592782,serine carboxypeptidase-like 18 [Source:NCBI gene (formerly Entrezgene);Acc:840248],scpl18
104418648,AT2G22960,-2.248426487,0.363904845,2.50E-08,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816827],AT2G22960
104418672,AT1G49870,-2.299483254,0.354346684,4.13E-09,myosin-2 heavy chain-like protein [Source:NCBI gene (formerly Entrezgene);Acc:841410],AT1G49870
104418676,AT5G14750,-1.101123213,0.182427731,5.57E-08,myb domain protein 66 [Source:NCBI gene (formerly Entrezgene);Acc:831327],MYB66
104418694,AT4G15480,1.666716417,0.182337672,1.97E-17,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827220],UGT84A1
104418705,AT4G34131,1.429834629,0.491077904,0.019300802,UDP-glucosyl transferase 73B3 [Source:NCBI gene (formerly Entrezgene);Acc:829559],UGT73B3
104418707,AT2G15490,1.686332098,0.283164891,8.63E-08,UDP-glycosyltransferase 73B4 [Source:NCBI gene (formerly Entrezgene);Acc:816041],UGT73B4
104418726,AT5G49730,-3.703573537,0.62947141,1.28E-07,ferric reduction oxidase 6 [Source:NCBI gene (formerly Entrezgene);Acc:835036],FRO6
104418727,AT5G49730,-3.004696417,0.642781271,4.53E-05,ferric reduction oxidase 6 [Source:NCBI gene (formerly Entrezgene);Acc:835036],FRO6
104418735,AT2G15620,3.071847988,0.371223105,2.19E-14,nitrite reductase 1 [Source:NCBI gene (formerly Entrezgene);Acc:816055],NIR1
104418737,AT5G05510,-1.543742835,0.351410353,0.000146028,Mad3/BUB1 homology region 1 [Source:NCBI gene (formerly Entrezgene);Acc:830434],AT5G05510
104418738,AT3G19260,-1.392788521,0.216972518,6.28E-09,LAG1 homologue 2 [Source:NCBI gene (formerly Entrezgene);Acc:821460],LOH2
104418746,AT1G49620,1.826668783,0.662953539,0.028593256,Cyclin-dependent kinase inhibitor family protein [Source:NCBI gene (formerly Entrezgene);Acc:841386],ICK5
104418747,AT3G48700,4.579194106,0.951328397,2.48E-05,carboxyesterase 13 [Source:NCBI gene (formerly Entrezgene);Acc:824031],CXE13
104418769,AT3G19050,-1.720877112,0.362563737,3.34E-05,phragmoplast orienting kinesin 2 [Source:NCBI gene (formerly Entrezgene);Acc:821439],POK2
104418772,AT3G19000,1.740213088,0.346340736,9.66E-06,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821433],AT3G19000
104418774,AT3G19000,1.867394847,0.307979551,4.77E-08,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821433],AT3G19000
104418778,AT3G19000,3.647808772,0.942172869,0.001034531,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821433],AT3G19000
104418788,AT4G31940,1.554698434,0.27196267,3.16E-07,"cytochrome P450, family 82, subfamily C, polypeptide 4 [Source:NCBI gene (formerly Entrezgene);Acc:829324]",CYP82C4
